range,column,x_start,x_end,y_start,y_end
15,25,54.180,58.196,12.076,12.584
15,26,54.180,58.196,11.568,12.076
15,27,54.180,58.196,11.060,11.568
15,28,54.180,58.196,10.552,11.060
15,29,54.180,58.196,10.044,10.552
15,30,54.180,58.196,9.536,10.044
15,31,54.180,58.196,9.028,9.536
15,32,54.180,58.196,8.520,9.028
15,33,54.180,58.196,8.012,8.520
15,34,54.180,58.196,7.504,8.012
15,35,54.180,58.196,6.996,7.504
15,36,54.180,58.196,6.488,6.996
15,37,54.180,58.196,5.980,6.488
15,38,54.180,58.196,5.472,5.980
15,39,54.180,58.196,4.964,5.472
15,40,54.180,58.196,4.456,4.964
15,41,54.180,58.196,3.948,4.456
15,42,54.180,58.196,3.440,3.948
15,43,54.180,58.196,2.932,3.440
15,44,54.180,58.196,2.424,2.932
15,45,54.180,58.196,1.916,2.424
15,46,54.180,58.196,1.408,1.916
15,47,54.180,58.196,0.900,1.408
15,48,54.180,58.196,0.392,0.900
16,1,58.196,62.211,24.268,24.776
16,2,58.196,62.211,23.760,24.268
16,3,58.196,62.211,23.252,23.760
16,4,58.196,62.211,22.744,23.252
16,5,58.196,62.211,22.236,22.744
16,6,58.196,62.211,21.728,22.236
16,7,58.196,62.211,21.220,21.728
16,8,58.196,62.211,20.712,21.220
16,9,58.196,62.211,20.204,20.712
16,10,58.196,62.211,19.696,20.204
16,11,58.196,62.211,19.188,19.696
16,12,58.196,62.211,18.680,19.188
16,13,58.196,62.211,18.172,18.680
16,14,58.196,62.211,17.664,18.172
16,15,58.196,62.211,17.156,17.664
16,16,58.196,62.211,16.648,17.156
16,17,58.196,62.211,16.140,16.648
16,18,58.196,62.211,15.632,16.140
16,19,58.196,62.211,15.124,15.632
16,20,58.196,62.211,14.616,15.124
16,21,58.196,62.211,14.108,14.616
16,22,58.196,62.211,13.600,14.108
16,23,58.196,62.211,13.092,13.600
16,24,58.196,62.211,12.584,13.092
16,25,58.196,62.211,12.076,12.584
16,26,58.196,62.211,11.568,12.076
16,27,58.196,62.211,11.060,11.568
16,28,58.196,62.211,10.552,11.060
16,29,58.196,62.211,10.044,10.552
16,30,58.196,62.211,9.536,10.044
16,31,58.196,62.211,9.028,9.536
16,32,58.196,62.211,8.520,9.028
16,33,58.196,62.211,8.012,8.520
16,34,58.196,62.211,7.504,8.012
16,35,58.196,62.211,6.996,7.504
16,36,58.196,62.211,6.488,6.996
16,37,58.196,62.211,5.980,6.488
16,38,58.196,62.211,5.472,5.980
16,39,58.196,62.211,4.964,5.472
16,40,58.196,62.211,4.456,4.964
16,41,58.196,62.211,3.948,4.456
16,42,58.196,62.211,3.440,3.948
16,43,58.196,62.211,2.932,3.440
16,44,58.196,62.211,2.424,2.932
16,45,58.196,62.211,1.916,2.424
16,46,58.196,62.211,1.408,1.916
16,47,58.196,62.211,0.900,1.408
16,48,58.196,62.211,0.392,0.900
17,1,62.211,66.227,24.268,24.776
17,2,62.211,66.227,23.760,24.268
17,3,62.211,66.227,23.252,23.760
17,4,62.211,66.227,22.744,23.252
17,5,62.211,66.227,22.236,22.744
17,6,62.211,66.227,21.728,22.236
17,7,62.211,66.227,21.220,21.728
17,8,62.211,66.227,20.712,21.220
17,9,62.211,66.227,20.204,20.712
17,10,62.211,66.227,19.696,20.204
17,11,62.211,66.227,19.188,19.696
17,12,62.211,66.227,18.680,19.188
17,13,62.211,66.227,18.172,18.680
17,14,62.211,66.227,17.664,18.172
17,15,62.211,66.227,17.156,17.664
17,16,62.211,66.227,16.648,17.156
17,17,62.211,66.227,16.140,16.648
17,18,62.211,66.227,15.632,16.140
17,19,62.211,66.227,15.124,15.632
17,20,62.211,66.227,14.616,15.124
17,21,62.211,66.227,14.108,14.616
17,22,62.211,66.227,13.600,14.108
17,23,62.211,66.227,13.092,13.600
17,24,62.211,66.227,12.584,13.092
17,25,62.211,66.227,12.076,12.584
17,26,62.211,66.227,11.568,12.076
17,27,62.211,66.227,11.060,11.568
17,28,62.211,66.227,10.552,11.060
17,29,62.211,66.227,10.044,10.552
17,30,62.211,66.227,9.536,10.044
17,31,62.211,66.227,9.028,9.536
17,32,62.211,66.227,8.520,9.028
17,33,62.211,66.227,8.012,8.520
17,34,62.211,66.227,7.504,8.012
17,35,62.211,66.227,6.996,7.504
17,36,62.211,66.227,6.488,6.996
17,37,62.211,66.227,5.980,6.488
17,38,62.211,66.227,5.472,5.980
17,39,62.211,66.227,4.964,5.472
17,40,62.211,66.227,4.456,4.964
17,41,62.211,66.227,3.948,4.456
17,42,62.211,66.227,3.440,3.948
17,43,62.211,66.227,2.932,3.440
17,44,62.211,66.227,2.424,2.932
17,45,62.211,66.227,1.916,2.424
17,46,62.211,66.227,1.408,1.916
17,47,62.211,66.227,0.900,1.408
17,48,62.211,66.227,0.392,0.900
18,1,66.227,70.243,24.268,24.776
18,2,66.227,70.243,23.760,24.268
18,3,66.227,70.243,23.252,23.760
18,4,66.227,70.243,22.744,23.252
18,5,66.227,70.243,22.236,22.744
18,6,66.227,70.243,21.728,22.236
18,7,66.227,70.243,21.220,21.728
18,8,66.227,70.243,20.712,21.220
18,9,66.227,70.243,20.204,20.712
18,10,66.227,70.243,19.696,20.204
18,11,66.227,70.243,19.188,19.696
18,12,66.227,70.243,18.680,19.188
18,13,66.227,70.243,18.172,18.680
18,14,66.227,70.243,17.664,18.172
18,15,66.227,70.243,17.156,17.664
18,16,66.227,70.243,16.648,17.156
18,17,66.227,70.243,16.140,16.648
18,18,66.227,70.243,15.632,16.140
18,19,66.227,70.243,15.124,15.632
18,20,66.227,70.243,14.616,15.124
18,21,66.227,70.243,14.108,14.616
18,22,66.227,70.243,13.600,14.108
18,23,66.227,70.243,13.092,13.600
18,24,66.227,70.243,12.584,13.092
18,25,66.227,70.243,12.076,12.584
18,26,66.227,70.243,11.568,12.076
18,27,66.227,70.243,11.060,11.568
18,28,66.227,70.243,10.552,11.060
18,29,66.227,70.243,10.044,10.552
18,30,66.227,70.243,9.536,10.044
18,31,66.227,70.243,9.028,9.536
18,32,66.227,70.243,8.520,9.028
18,33,66.227,70.243,8.012,8.520
18,34,66.227,70.243,7.504,8.012
18,35,66.227,70.243,6.996,7.504
18,36,66.227,70.243,6.488,6.996
18,37,66.227,70.243,5.980,6.488
18,38,66.227,70.243,5.472,5.980
18,39,66.227,70.243,4.964,5.472
18,40,66.227,70.243,4.456,4.964
18,41,66.227,70.243,3.948,4.456
18,42,66.227,70.243,3.440,3.948
18,43,66.227,70.243,2.932,3.440
18,44,66.227,70.243,2.424,2.932
18,45,66.227,70.243,1.916,2.424
18,46,66.227,70.243,1.408,1.916
18,47,66.227,70.243,0.900,1.408
18,48,66.227,70.243,0.392,0.900
19,1,70.243,74.258,24.268,24.776
19,2,70.243,74.258,23.760,24.268
19,3,70.243,74.258,23.252,23.760
19,4,70.243,74.258,22.744,23.252
19,5,70.243,74.258,22.236,22.744
19,6,70.243,74.258,21.728,22.236
19,7,70.243,74.258,21.220,21.728
19,8,70.243,74.258,20.712,21.220
19,9,70.243,74.258,20.204,20.712
19,10,70.243,74.258,19.696,20.204
19,11,70.243,74.258,19.188,19.696
19,12,70.243,74.258,18.680,19.188
19,13,70.243,74.258,18.172,18.680
19,14,70.243,74.258,17.664,18.172
19,15,70.243,74.258,17.156,17.664
19,16,70.243,74.258,16.648,17.156
19,17,70.243,74.258,16.140,16.648
19,18,70.243,74.258,15.632,16.140
19,19,70.243,74.258,15.124,15.632
19,20,70.243,74.258,14.616,15.124
19,21,70.243,74.258,14.108,14.616
19,22,70.243,74.258,13.600,14.108
19,23,70.243,74.258,13.092,13.600
19,24,70.243,74.258,12.584,13.092
19,25,70.243,74.258,12.076,12.584
19,26,70.243,74.258,11.568,12.076
19,27,70.243,74.258,11.060,11.568
19,28,70.243,74.258,10.552,11.060
19,29,70.243,74.258,10.044,10.552
19,30,70.243,74.258,9.536,10.044
19,31,70.243,74.258,9.028,9.536
19,32,70.243,74.258,8.520,9.028
19,33,70.243,74.258,8.012,8.520
19,34,70.243,74.258,7.504,8.012
19,35,70.243,74.258,6.996,7.504
19,36,70.243,74.258,6.488,6.996
19,37,70.243,74.258,5.980,6.488
19,38,70.243,74.258,5.472,5.980
19,39,70.243,74.258,4.964,5.472
19,40,70.243,74.258,4.456,4.964
19,41,70.243,74.258,3.948,4.456
19,42,70.243,74.258,3.440,3.948
19,43,70.243,74.258,2.932,3.440
19,44,70.243,74.258,2.424,2.932
19,45,70.243,74.258,1.916,2.424
19,46,70.243,74.258,1.408,1.916
19,47,70.243,74.258,0.900,1.408
19,48,70.243,74.258,0.392,0.900
20,1,74.258,78.274,24.268,24.776
20,2,74.258,78.274,23.760,24.268
20,3,74.258,78.274,23.252,23.760
20,4,74.258,78.274,22.744,23.252
20,5,74.258,78.274,22.236,22.744
20,6,74.258,78.274,21.728,22.236
20,7,74.258,78.274,21.220,21.728
20,8,74.258,78.274,20.712,21.220
20,9,74.258,78.274,20.204,20.712
20,10,74.258,78.274,19.696,20.204
20,11,74.258,78.274,19.188,19.696
20,12,74.258,78.274,18.680,19.188
20,13,74.258,78.274,18.172,18.680
20,14,74.258,78.274,17.664,18.172
20,15,74.258,78.274,17.156,17.664
20,16,74.258,78.274,16.648,17.156
20,17,74.258,78.274,16.140,16.648
20,18,74.258,78.274,15.632,16.140
20,19,74.258,78.274,15.124,15.632
20,20,74.258,78.274,14.616,15.124
20,21,74.258,78.274,14.108,14.616
20,22,74.258,78.274,13.600,14.108
20,23,74.258,78.274,13.092,13.600
20,24,74.258,78.274,12.584,13.092
20,25,74.258,78.274,12.076,12.584
20,26,74.258,78.274,11.568,12.076
20,27,74.258,78.274,11.060,11.568
20,28,74.258,78.274,10.552,11.060
20,29,74.258,78.274,10.044,10.552
20,30,74.258,78.274,9.536,10.044
20,31,74.258,78.274,9.028,9.536
20,32,74.258,78.274,8.520,9.028
20,33,74.258,78.274,8.012,8.520
20,34,74.258,78.274,7.504,8.012
20,35,74.258,78.274,6.996,7.504
20,36,74.258,78.274,6.488,6.996
20,37,74.258,78.274,5.980,6.488
20,38,74.258,78.274,5.472,5.980
20,39,74.258,78.274,4.964,5.472
20,40,74.258,78.274,4.456,4.964
20,41,74.258,78.274,3.948,4.456
20,42,74.258,78.274,3.440,3.948
20,43,74.258,78.274,2.932,3.440
20,44,74.258,78.274,2.424,2.932
20,45,74.258,78.274,1.916,2.424
20,46,74.258,78.274,1.408,1.916
20,47,74.258,78.274,0.900,1.408
20,48,74.258,78.274,0.392,0.900
21,1,78.274,82.290,24.268,24.776
21,2,78.274,82.290,23.760,24.268
21,3,78.274,82.290,23.252,23.760
21,4,78.274,82.290,22.744,23.252
21,5,78.274,82.290,22.236,22.744
21,6,78.274,82.290,21.728,22.236
21,7,78.274,82.290,21.220,21.728
21,8,78.274,82.290,20.712,21.220
21,9,78.274,82.290,20.204,20.712
21,10,78.274,82.290,19.696,20.204
21,11,78.274,82.290,19.188,19.696
21,12,78.274,82.290,18.680,19.188
21,13,78.274,82.290,18.172,18.680
21,14,78.274,82.290,17.664,18.172
21,15,78.274,82.290,17.156,17.664
21,16,78.274,82.290,16.648,17.156
21,17,78.274,82.290,16.140,16.648
21,18,78.274,82.290,15.632,16.140
21,19,78.274,82.290,15.124,15.632
21,20,78.274,82.290,14.616,15.124
21,21,78.274,82.290,14.108,14.616
21,22,78.274,82.290,13.600,14.108
21,23,78.274,82.290,13.092,13.600
21,24,78.274,82.290,12.584,13.092
21,25,78.274,82.290,12.076,12.584
21,26,78.274,82.290,11.568,12.076
21,27,78.274,82.290,11.060,11.568
21,28,78.274,82.290,10.552,11.060
21,29,78.274,82.290,10.044,10.552
21,30,78.274,82.290,9.536,10.044
21,31,78.274,82.290,9.028,9.536
21,32,78.274,82.290,8.520,9.028
21,33,78.274,82.290,8.012,8.520
21,34,78.274,82.290,7.504,8.012
21,35,78.274,82.290,6.996,7.504
21,36,78.274,82.290,6.488,6.996
21,37,78.274,82.290,5.980,6.488
21,38,78.274,82.290,5.472,5.980
21,39,78.274,82.290,4.964,5.472
21,40,78.274,82.290,4.456,4.964
21,41,78.274,82.290,3.948,4.456
21,42,78.274,82.290,3.440,3.948
21,43,78.274,82.290,2.932,3.440
21,44,78.274,82.290,2.424,2.932
21,45,78.274,82.290,1.916,2.424
21,46,78.274,82.290,1.408,1.916
21,47,78.274,82.290,0.900,1.408
21,48,78.274,82.290,0.392,0.900
22,1,82.290,86.305,24.268,24.776
22,2,82.290,86.305,23.760,24.268
22,3,82.290,86.305,23.252,23.760
22,4,82.290,86.305,22.744,23.252
22,5,82.290,86.305,22.236,22.744
22,6,82.290,86.305,21.728,22.236
22,7,82.290,86.305,21.220,21.728
22,8,82.290,86.305,20.712,21.220
22,9,82.290,86.305,20.204,20.712
22,10,82.290,86.305,19.696,20.204
22,11,82.290,86.305,19.188,19.696
22,12,82.290,86.305,18.680,19.188
22,13,82.290,86.305,18.172,18.680
22,14,82.290,86.305,17.664,18.172
22,15,82.290,86.305,17.156,17.664
22,16,82.290,86.305,16.648,17.156
22,17,82.290,86.305,16.140,16.648
22,18,82.290,86.305,15.632,16.140
22,19,82.290,86.305,15.124,15.632
22,20,82.290,86.305,14.616,15.124
22,21,82.290,86.305,14.108,14.616
22,22,82.290,86.305,13.600,14.108
22,23,82.290,86.305,13.092,13.600
22,24,82.290,86.305,12.584,13.092
22,25,82.290,86.305,12.076,12.584
22,26,82.290,86.305,11.568,12.076
22,27,82.290,86.305,11.060,11.568
22,28,82.290,86.305,10.552,11.060
22,29,82.290,86.305,10.044,10.552
22,30,82.290,86.305,9.536,10.044
22,31,82.290,86.305,9.028,9.536
22,32,82.290,86.305,8.520,9.028
22,33,82.290,86.305,8.012,8.520
22,34,82.290,86.305,7.504,8.012
22,35,82.290,86.305,6.996,7.504
22,36,82.290,86.305,6.488,6.996
22,37,82.290,86.305,5.980,6.488
22,38,82.290,86.305,5.472,5.980
22,39,82.290,86.305,4.964,5.472
22,40,82.290,86.305,4.456,4.964
22,41,82.290,86.305,3.948,4.456
22,42,82.290,86.305,3.440,3.948
22,43,82.290,86.305,2.932,3.440
22,44,82.290,86.305,2.424,2.932
22,45,82.290,86.305,1.916,2.424
22,46,82.290,86.305,1.408,1.916
22,47,82.290,86.305,0.900,1.408
22,48,82.290,86.305,0.392,0.900
23,1,86.305,90.321,24.268,24.776
23,2,86.305,90.321,23.760,24.268
23,3,86.305,90.321,23.252,23.760
23,4,86.305,90.321,22.744,23.252
23,5,86.305,90.321,22.236,22.744
23,6,86.305,90.321,21.728,22.236
23,7,86.305,90.321,21.220,21.728
23,8,86.305,90.321,20.712,21.220
23,9,86.305,90.321,20.204,20.712
23,10,86.305,90.321,19.696,20.204
23,11,86.305,90.321,19.188,19.696
23,12,86.305,90.321,18.680,19.188
23,13,86.305,90.321,18.172,18.680
23,14,86.305,90.321,17.664,18.172
23,15,86.305,90.321,17.156,17.664
23,16,86.305,90.321,16.648,17.156
23,17,86.305,90.321,16.140,16.648
23,18,86.305,90.321,15.632,16.140
23,19,86.305,90.321,15.124,15.632
23,20,86.305,90.321,14.616,15.124
23,21,86.305,90.321,14.108,14.616
23,22,86.305,90.321,13.600,14.108
23,23,86.305,90.321,13.092,13.600
23,24,86.305,90.321,12.584,13.092
23,25,86.305,90.321,12.076,12.584
23,26,86.305,90.321,11.568,12.076
23,27,86.305,90.321,11.060,11.568
23,28,86.305,90.321,10.552,11.060
23,29,86.305,90.321,10.044,10.552
23,30,86.305,90.321,9.536,10.044
23,31,86.305,90.321,9.028,9.536
23,32,86.305,90.321,8.520,9.028
23,33,86.305,90.321,8.012,8.520
23,34,86.305,90.321,7.504,8.012
23,35,86.305,90.321,6.996,7.504
